Ders Kodu,Ders Section,Ders Adı,Hoca,Saat
PE 105,PE 105.B,Yelken,GÜRAY ZÜNBÜL,Perşembe 08:40 - 10:30
PE 105,PE 105.C,Yelken,GÜRAY ZÜNBÜL,Cuma 08:40 - 10:30
PE 107,PE 107.A,Satranç,ERSİN BAYSAN,Perşembe 18:40 - 20:30
PE 107,PE 107.B,Satranç,ERSİN BAYSAN,Perşembe 08:40 - 10:30
PE 107,PE 107.C,Satranç,ERSİN BAYSAN,Perşembe 10:40 - 12:30
PE 112,PE 112.A,Masa Tenisi,KERİM ÖZAY,Salı 18:40 - 20:30
PE 112,PE 112.B,Masa Tenisi,KERİM ÖZAY,Perşembe 18:40 - 20:30
PE 112,PE 112.C,Masa Tenisi,KERİM ÖZAY,Cuma 18:40 - 20:30
PE 112,PE 112.D,Masa Tenisi,KERİM ÖZAY,Cuma 16:40 - 18:30
PE 114,PE 114.A,Hakemlik,AYBERK DİLMEN,Perşembe 16:40 - 18:30
PE 116,PE 116.A,Bireysel Savunma,VLADİMİR SELİM KOÇ,Cuma 10:40 - 12:30 / Cuma 10:40 - 12:30
PE 119,PE 119.A,Temel Fitnes Eğitimi,HUMAN FEYZANUR AKSOY,Perşembe 08:40 - 10:30
PE 120,PE 120.A,Briç,SÜLEYMAN KOLATA,Salı 16:40 - 18:30
PE 120,PE 120.B,Briç,SÜLEYMAN KOLATA,Salı 18:40 - 20:30
PE 120,PE 120.C,Briç,SÜLEYMAN KOLATA,Cuma 16:40 - 18:30
PE 121,PE 121.A,Suda Hayat Kurtarma ve İlk Yardım,ŞAHİN ÖZEN,Salı 15:40 - 17:30
PE 123,PE 123.A,Temel Afet Eğitimi ve İlkyardım,BURÇAK TÜRKAY,Cuma 16:40 - 18:30
PHIL 104,PHIL 104.A,Doğruluk,SİBEL OKTAR THOMAS,Cuma 08:40 - 11:30
PHYS 101,PHYS 101.A,Fizik I,TAYLAN AKDOĞAN,Salı 10:40 - 12:30 / Perşembe 10:40 - 12:30
PHYS 101,PHYS 101.B,Fizik I,MEHMET BURÇİN ÜNLÜ,Çarşamba 10:40 - 12:30 / Cuma 10:40 - 12:30
PHYS 101,PHYS 101.C,Fizik I,SUEDA SAYLAN,Çarşamba 14:40 - 16:30 / Cuma 14:40 - 16:30
PHYS 101,PHYS 101.D,Fizik I,SUEDA SAYLAN,Salı 10:40 - 12:30 / Perşembe 10:40 - 12:30
PHYS 101,PHYS 101.E,Fizik I,KAAN GÜVEN,Çarşamba 10:40 - 12:30 / Cuma 10:40 - 12:30
PHYS 101,PHYS 101.F,Fizik I,KAAN GÜVEN,Çarşamba 14:40 - 16:30 / Cuma 14:40 - 16:30
PHYS 102,PHYS 102.A,Fizik II,BARIŞ DEMİRBAY,Salı 10:40 - 12:30 / Perşembe 10:40 - 12:30
PHYS 102,PHYS 102.B,Fizik II,PARVIZ ELAHI,Çarşamba 10:40 - 12:30 / Cuma 10:40 - 12:30
PHYS 102,PHYS 102.C,Fizik II,PARVIZ ELAHI,Çarşamba 14:40 - 16:30 / Cuma 14:40 - 16:30
PHYS 103,PHYS 103.A,Havacılık için Fizik I,BARIŞ DEMİRBAY,Pazartesi 08:40 - 10:30
PHYS 104,PHYS 104.A,Havacılık için Fizik II,BARIŞ DEMİRBAY,Pazartesi 10:40 - 12:30
PSY 305,PSY 305.A,İş ve Örgüt Psikolojisi,HAYRİYE CANAN SÜMER,Perşembe 15:40 - 18:30
PSY 405,PSY 405.A,Kamu Sağlığı ve Egzersiz Psikolojisi,DUYGU GÜRLEYİK,Çarşamba 15:40 - 18:30
PSY 417,PSY 417.A,Benlik ve Kimlik,GÖKÇE TARCAN KUMKALE,Cuma 15:40 - 18:30
RUS 101,RUS 101.A,Rusça I,ANNA EKICI,Pazartesi 08:40 - 10:30 / Cuma 08:40 - 10:30
RUS 102,RUS 102.A,Rusça II,ANNA EKICI,Pazartesi 10:40 - 12:30 / Çarşamba 08:40 - 10:30
RUS 201,RUS 201.A,Rusça III,ANNA EKICI,Pazartesi 16:40 - 18:30 / Çarşamba 12:40 - 14:30
RUS 202,RUS 202.A,Rusça IV,ANNA EKICI,Pazartesi 13:40 - 15:30 / Perşembe 11:40 - 13:30
SAS 101,SAS 101.A,Otel ve Yiyecek İçecek Endüstrisi,AYDIN BEYHAN,Pazartesi 10:40 - 13:30
SAS 201,SAS 201.A,Hizmet Pazarlaması,AYDIN BEYHAN,Çarşamba 15:40 - 18:30
SEC 150,SEC 150.A,Farkındalık/Mindfulness ile Yaşamak,AYŞE ZADİL,Salı 10:40 - 12:30
SEC 150,SEC 150.B,Farkındalık/Mindfulness ile Yaşamak,AYŞE ZADİL,Cuma 10:40 - 12:30
SEC 250,SEC 250.A,Öğrenmeyi Öğrenmek,EBRU KILIÇ BEBEK,Perşembe 15:40 - 18:30
SEC 402,SEC 402.A,İşletme Entegrasyonu,ALPTEGİN ALBAYRAKTAROĞLU,Çarşamba 15:40 - 18:30
SOC 201,SOC 201.A,Sosyal Bilimlere Giriş,BURCU MUTLU,Pazartesi 08:40 - 11:30
SOC 201,SOC 201.B,Sosyal Bilimlere Giriş,BURCU MUTLU,Pazartesi 15:40 - 18:30
SOC 201,SOC 201.C,Sosyal Bilimlere Giriş,AYŞE DENİZ ÜNAN GÖKTAN,Perşembe 08:40 - 11:30
SPA 101,SPA 101.A,İspanyolca I,MELTEM MICHELE MARTINEZ VELASCO,Salı 14:40 - 16:30 / Perşembe 12:40 - 14:30
SPA 101,SPA 101.B,İspanyolca I,ERVIN DALETH OSTOS SANTOS,Salı 14:40 - 16:30 / Cuma 14:40 - 16:30
SPA 101,SPA 101.C,İspanyolca I,FABIANA CARINA ZALAZAR,Salı 08:40 - 10:30 / Perşembe 08:40 - 10:30
SPA 101,SPA 101.D,İspanyolca I,FABIANA CARINA ZALAZAR,Salı 14:40 - 16:30 / Perşembe 14:40 - 16:30
SPA 101,SPA 101.E,İspanyolca I,FABIANA CARINA ZALAZAR,Pazartesi 10:40 - 12:30 / Cuma 08:40 - 10:30
SPA 102,SPA 102.A,İspanyolca II,ERVIN DALETH OSTOS SANTOS,Çarşamba 15:40 - 17:30 / Pazartesi 08:40 - 10:30
SPA 102,SPA 102.B,İspanyolca II,MELTEM MICHELE MARTINEZ VELASCO,Cuma 14:40 - 16:30 / Pazartesi 11:40 - 13:30
SPA 102,SPA 102.C,İspanyolca II,FABIANA CARINA ZALAZAR,Salı 11:40 - 13:30 / Cuma 10:40 - 12:30
SPA 201,SPA 201.A,İspanyolca III,MELTEM MICHELE MARTINEZ VELASCO,Pazartesi 16:40 - 18:30 / Cuma 10:40 - 12:30
SPA 201,SPA 201.B,İspanyolca III,ERVIN DALETH OSTOS SANTOS,Pazartesi 11:40 - 13:30 / Çarşamba 12:40 - 14:30
SPA 202,SPA 202.A,İspanyolca IV,ERVIN DALETH OSTOS SANTOS,Çarşamba 10:40 - 12:30 / Cuma 10:40 - 12:30
SPA 202,SPA 202.B,İspanyolca IV,MELTEM MICHELE MARTINEZ VELASCO,Salı 11:40 - 13:30 / Perşembe 09:40 - 11:30
TURK 101,TURK 101.A,Yabancılar için Türkçe I,MEHMET ŞAMİL DAYANÇ,Çarşamba 16:40 - 19:30
TURK 101,TURK 101.B,Yabancılar için Türkçe I,MEHMET ŞAMİL DAYANÇ,Perşembe 13:40 - 16:30
TURK 101,TURK 101.C,Yabancılar için Türkçe I,MEHMET ŞAMİL DAYANÇ,Perşembe 17:40 - 20:30
TURK 101,TURK 101.D,Yabancılar için Türkçe I,MEHMET ŞAMİL DAYANÇ,Cuma 14:40 - 17:30
TURK 101,TURK 101.E,Yabancılar için Türkçe I,İLAYDA ENGİN UYSAL,Perşembe 13:40 - 16:30
TURK 101,TURK 101.F,Yabancılar için Türkçe I,İLAYDA ENGİN UYSAL,Perşembe 17:40 - 20:30
TURK 101,TURK 101.G,Yabancılar için Türkçe I,İLAYDA ENGİN UYSAL,Cuma 14:40 - 17:30
TURK 101,TURK 101.H,Yabancılar için Türkçe I,İLAYDA ENGİN UYSAL,Çarşamba 16:40 - 19:30
TURK 102,TURK 102.A,Yabancılar için Türkçe II,MEHMET ŞAMİL DAYANÇ,Salı 16:40 - 19:30
TURK 102,TURK 102.B,Yabancılar için Türkçe II,İLAYDA ENGİN UYSAL,Salı 16:40 - 19:30
